product_name,review_text_cln,Sentiment
Melrose Ave Women s Faux Leather Crossband Slide Sandals,i got pair flat nonboots wear rare occasions i dress jeans tshirt i disabled i severe skin nerve issues make synthetic material feel like billion tiny pokers biting skin i dont know exactly vegan leather made bites skin finding nice looking clothing shoes nerve issues least like mine well nerve racking i hopeful could work cute luck,Positive
Melrose Ave Women s Faux Leather Crossband Slide Sandals,not researchers sandals cute actually comfortable i especially love soft feel vegan leather feel like plastic hard material they conformable right away hurt feet i especially love green color i got neutral color matches almost everything they fit true size well,Positive
Melrose Ave Women s Faux Leather Crossband Slide Sandals,i think cute the sole comfortable i expected but straps tight foot high instep if problem might good choice everyone else i recommend sandals,Positive
Melrose Ave Women s Faux Leather Crossband Slide Sandals,very cute slippers theyre true size color exactly picture very comfortable well the color unique happy bought,Positive
Melrose Ave Women s Faux Leather Crossband Slide Sandals,i love shoes it goes great sorts outfit especially spring warm weather the leather feels great feet comfortable it modern stylish,Positive
Cosco 6 Foot Centerfold Folding Table Black,i finally enough room stuff writing space sides im careful maximum weight load lbs the cpu heaviest item lbs i placed directly left legs i would recommend table family friends,Negative
Cosco 6 Foot Centerfold Folding Table Black,this table exceeded expectations versatility strength i skeptical first held steady mos monitors one screen dell laptop desk pad phone basic desk supplies i looking decent affordable table serve temp home desk since im working home due covid table delivered it doesnt fit decor certainly meeting need itll versatile future i highly recommend,Positive
Cosco 6 Foot Centerfold Folding Table Black,this nd one ive bought really nice sturdy table price really great if looking table good one buy,Positive
Cosco 6 Foot Centerfold Folding Table Black,durable fair price im using mine patio succulent planting brought work table level making perfect propagating decorating,Positive
Cosco 6 Foot Centerfold Folding Table Black,used table first vendor event unfolds folds nicely easy set highly recommend love handle carry only weighs lbs heavy,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table easy open extend legs it bit difficult stand legs moving setting bit problem it heavy im disabled i like table looks it worked great recent craft fair,Positive
Cosco 6 Foot Centerfold Folding Table Black,this second table like the reason i like due large size ease setting clips secure closed handle help carrying around moving wouldnât get kind,Positive
Cosco 6 Foot Centerfold Folding Table Black,i ordered table birthday party i opened dent table i wasnt happy inconvenience take back get new one other seems like sturdy table i havent used yet,Positive
Cosco 6 Foot Centerfold Folding Table Black,this purchase good however i received damage middle folding area scratches table looked used could result poor packaging andor shipping handle besides damage served purpose,Positive
Cosco 6 Foot Centerfold Folding Table Black,amazing tables shipping damages i ordered tables tune every one came damaged beyond use im talking bent sides bent middles gouged areas thrown around transport some literally look like someone took hammer now ive got deal trying get refund find new tables i need less weeks so frustrating,Positive
Cosco 6 Foot Centerfold Folding Table Black,i purchased table add home office setup i really like portability product size durability color the color coordinates well computer equipment accessories after reading reviews viewing pictures i absolutely convinced item,Positive
Cosco 6 Foot Centerfold Folding Table Black,i really like table it well made sturdy it handle carrying folding half i currently moving needed table surface hold boxes i take table new apartment use larger gatherings nice table cloth sweet deal,Positive
Cosco 6 Foot Centerfold Folding Table Black,i ordered tables needed another one just opened dent table still functional annoying,Negative
Cosco 6 Foot Centerfold Folding Table Black,quick easy shipping setup easy much higher quality walmart brand using temporary home office desk quarantine,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table nice sturdy great price very set store away plan buying,Positive
Cosco 6 Foot Centerfold Folding Table Black,feels cheap made table came damaged one ends table folds the clip side table helps keep table together folded looks worn its also lined correctly,Positive
Cosco 6 Foot Centerfold Folding Table Black,sturdy i bought one check quality and order came today surprised i decided order another table right making review very satisfied customer i recommend product,Positive
Cosco 6 Foot Centerfold Folding Table Black,so excited receive table it major staple household i found table always comes handy we love using tailgating yard parties extra storage etc,Positive
Cosco 6 Foot Centerfold Folding Table Black,this folding table exactly i needed extra table space gatherings it isnt heavy folds half doesnt take much space storing the table top material plastic making easy clean,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table perfect creating work station work home i got color black really blends overall look home well electronics,Positive
Cosco 6 Foot Centerfold Folding Table Black,when i receive table damage left side table joint have numb i disappointed i take picture night i receive order future reference when buy something expect receive great condition cause new article i buy i need i want and i waiting long time got money buy i expected new great condition cosco table very disappointed,Negative
Cosco 6 Foot Centerfold Folding Table Black,worked great popup home office itâs solid stable lots area,Positive
Cosco 6 Foot Centerfold Folding Table Black,not sturdiest great price need cheap work home desk,Positive
Cosco 6 Foot Centerfold Folding Table Black,a detail description table unwarranted nice i looking,Positive
Cosco 6 Foot Centerfold Folding Table Black,i needed tables easy move several times day these lightweight easy enough move place place one person,Positive
Cosco 6 Foot Centerfold Folding Table Black,i love tables very convenient setup sturdy i used virtual schooling birthday parties,Positive
Cosco 6 Foot Centerfold Folding Table Black,love perfect needs using crafting table i plenty room its sturdy i worried,Positive
Cosco 6 Foot Centerfold Folding Table Black,item arrived damaged fold buckled significant amount i ordered two tables clear one already used lack packaging plastic wrapping foam spacers i contacting replacement also one uneven fold way across i needed table point seems like i send back await replacement shipped,Positive
Cosco 6 Foot Centerfold Folding Table Black,item arrived partially damaged poorly put together table top formed correctly customer service joke took times trying return finally get send label now ive wasted time still dont table use time go amazon,Negative
Cosco 6 Foot Centerfold Folding Table Black,i using table office desk home i working home last months using dining table i decided needed change i ordered table it delivered next day i super happy it fit monitors laptop office supplies i love black color,Positive
Cosco 6 Foot Centerfold Folding Table Black,my table delivered today the entire corner caved the table filthy scuffed it looks used the actual design nice folds easy storage its also fairly lightweight my advice would buy one person check first i ordered online mine delivered i probably put cloth anyway i use but im disappointed bad shape,Negative
Cosco 6 Foot Centerfold Folding Table Black,i looking x table setting workplace reasonable cost none standard wooden computer tables fitting size requirements so searching around i found ordered looking reviews the table came folded easy carry though heavy i put inch laptop screen keyboard mouse books even i lot space keep writing pad coffee mug i dont worry desk space i would recommend space room want comfortable work setup,Positive
Cosco 6 Foot Centerfold Folding Table Black,classic folding table sturdy fresh i needed,Positive
Cosco 6 Foot Centerfold Folding Table Black,its working pretty good strong stable table,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table wouldve great come damaged today i returning tomorrow,Positive
Cosco 6 Foot Centerfold Folding Table Black,it came damaged middle,Neutral
Cosco 6 Foot Centerfold Folding Table Black,received damaged used,Neutral
Cosco 6 Foot Centerfold Folding Table Black,perfect very sturdy,Positive
Cosco 6 Foot Centerfold Folding Table Black,i got black folding table love,Positive
Cosco 6 Foot Centerfold Folding Table Black,its good size we set kids school like books laptops like durability easy put away,Positive
Cosco 6 Foot Centerfold Folding Table Black,pretty good light duty table i added extra desk space office it seems little high centered see photos this big concern would opt higher duty table,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table good sturdy what i disappointed shipping all shipper put piece tape around table shipping label table looked like dragged across bed truck,Negative
Cosco 6 Foot Centerfold Folding Table Black,the table sturdy it level goes like degrees higher along folding line middle we use dinner table serves purpose well the qc looks kind shabby there minor scratches kinks it doesnt look used manufacturing errors,Positive
Cosco 6 Foot Centerfold Folding Table Black,slashed table top,Positive
Cosco 6 Foot Centerfold Folding Table Black,came dented,Neutral
Cosco 6 Foot Centerfold Folding Table Black,i ordered two tables i set flea markets year they delivered today i highly recommend tablesnot super heavy old gal like well constructed wider i expected carrying handle big plus opens closes easily a fitted twin bed sheet fits great table top you regret purchasing cosco tables if pictures come ok show twin sheet covering top,Positive
Cosco 6 Foot Centerfold Folding Table Black,product delivered first time lot dents so walmart team place replacement order provided second table week second table also small dent but okay pickup drop service takes much time bear table i checked product walmart store wrapped cling film table received but end cost matters i dont vehicle therefore cant anything,Positive
Cosco 6 Foot Centerfold Folding Table Black,picked tables today both damaged big dents center part table scratches dents when buy new tables expect get new undamaged products very upset will returning looking else better quality,Positive
Cosco 6 Foot Centerfold Folding Table Black,i really needed something cheap easily moved temporary place new computer printer now i sure wish offered foot model and reading several mentions dents middle mine also i really wonderare made way table definitely needs way lock middle instead rings end near legs if nothing else i enough room eat meal work time but jic i think im going try find something heavy lay flat across sides not sure i trust place brand new computer,Positive
Cosco 6 Foot Centerfold Folding Table Black,i hoping would not defective it looks used disappointing,Negative
Cosco 6 Foot Centerfold Folding Table Black,the middle table goes upwards flat surface middle end dented bubbles throughout table not worth,Negative
Cosco 6 Foot Centerfold Folding Table Black,the product scratches sides two sides table its hard scratches very disappointed product,Negative
Cosco 6 Foot Centerfold Folding Table Black,item arrived damaged part shipping box missing three phone calls walmart resolution,Negative
Cosco 6 Foot Centerfold Folding Table Black,i needed table vending event perfect size it also arrived ahead quoted delivery date made even better,Positive
Cosco 6 Foot Centerfold Folding Table Black,not order late arrived damaged see photos attached looked like i took box,Negative
Cosco 6 Foot Centerfold Folding Table Black,i ordered two tables pretty disappointed tables bent place the shipping boxes showed damage,Negative
Cosco 6 Foot Centerfold Folding Table Black,i bought table new years event celebration i cooked lot family enjoyed dish i put table at first bit uneven i think long using table better flat this table lightweight simple assemble good fold keeping you use home need take plan spend time outside camping street party dont use holder heavy items ladder dont stand table,Positive
Cosco 6 Foot Centerfold Folding Table Black,bought office table i normally buy black folding table faux leather top thats much cheaper wanted try something different this one produces lot static electricity ive zapped laptop several times take computer apart reset battery so i wouldnt recommend office not fault why im giving stars table doesnt lay flat middle folds cant set anything part table awkward,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table exactly i wanted it sturdy easy set even latch folded ready storage the table top thick since folds storage takes less space easier store thant table doesnt fold,Positive
Cosco 6 Foot Centerfold Folding Table Black,ok table cost i purchased table tennis go different store we looking total table fun ages with creativity table many uses,Positive
Cosco 6 Foot Centerfold Folding Table Black,i figured would good deal money second thought delivery time huge gash side one box the box unscathed i opened box damaged noticed huge dent top table the second table fine even though tables look nice dont seem sturdy i using tables bbq event back yard hoping put tables grassy area on concrete still wobbly put type heavy pressure table buckle collapse middle to safe side dont use tables anything really heavy evenly distribute weight along whole table,Positive
Cosco 6 Foot Centerfold Folding Table Black,has huge dent box ripped bad,Negative
Cosco 6 Foot Centerfold Folding Table Black,nice table price wish i would purchased store damaged shipped,Positive
Cosco 6 Foot Centerfold Folding Table Black,im using tale office desk perfect,Positive
Cosco 6 Foot Centerfold Folding Table Black,soft plastic type material melted sun disappointing,Negative
Cosco 6 Foot Centerfold Folding Table Black,this table actually better i expected very nice,Positive
Cosco 6 Foot Centerfold Folding Table Black,the item arrived visible dent table otherwise solid product,Neutral
Cosco 6 Foot Centerfold Folding Table Black,came quickly good shape amazing price sturdy,Positive
Cosco 6 Foot Centerfold Folding Table Black,table dented different areas top,Positive
Cosco 6 Foot Centerfold Folding Table Black,very sturdy wobbly love fact folds easy storage shipping fast,Positive
Cosco 6 Foot Centerfold Folding Table Black,my daughter one tables brought event convenient handle carry folds half easy storage transport i mediately one old band quit table heavy doesnt fold like one wont fit vehicles this table easy manage without help i love would definitely buy,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table great buy sure fit bill i needed extra table space i packing office move across town new office hard go wrong handle comes handy carrying around buy youll like brad,Positive
Cosco 6 Foot Centerfold Folding Table Black,love table it great extra tabletop unexpected surprises pop planned event home its plus folds away quite nicely use well ordering pick super quick love order online walmart,Positive
Cosco 6 Foot Centerfold Folding Table Black,i ordered four tables shop two dents middle tables fold one missing handle carry as people mentioned rise center tables none things deal breakers i kept,Negative
Cosco 6 Foot Centerfold Folding Table Black,excellent table same table listed amazon double price great deal hand carry strap makes easy carting stairs basement party area we used christmas party set took less mins for two the folding option makes storing table breeze takes half space sturdy easy assemble my regret i didnt buy sooner,Positive
Cosco 6 Foot Centerfold Folding Table Black,i bought two tables lots family coming they light enough pick walmart put car strong enough hold food stand lot bumping little ones with handle easy carry put storage area deck,Positive
Cosco 6 Foot Centerfold Folding Table Black,these tables needed quick setup takedown occasional classes we ordered arrived time the issue noticeable deformities usually dented corner since made hard molded plastic i able exchange tables local walmarts,Positive
Cosco 6 Foot Centerfold Folding Table Black,the tables good especially price mine arrived bangedup boxes dents table surface i needed cheap tables market booth still acceptable one wants pay brandnew item receive something damaged one corner caved means i one side face still visible tablecloth other reviews noted tables arrived damaged i hoped wouldnt case mine choose order tables best assume arriving dented damaged many reviews noted if need perfect look elsewhere if dont mind dents damage tables wil,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table nice sturdy the problem first table i received damaged i returned replacement sent the second table also damaged i keeping pain return laege item post office walmart offer store return,Positive
Cosco 6 Foot Centerfold Folding Table Black,you sent damaged table and people arranged pick damaged table refused take so itsyou sent damaged table and people arranged pick damaged table refused take so still sitting waiting someone pick,Neutral
Cosco 6 Foot Centerfold Folding Table Black,this table slightly bumpy surface i would prefer smooth you push center make go completely flat,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table sit level set center seam inch raised both halves slope hinged center my floor level,Negative
Cosco 6 Foot Centerfold Folding Table Black,gave stars looks slightly bent middle overall works well i need would recommend,Negative
Cosco 6 Foot Centerfold Folding Table Black,arrived cellophane wrapping one side slightly bent middle join otherwise works like supposed,Negative
Cosco 6 Foot Centerfold Folding Table Black,very sturdy table high quality shipping free extremely fast really happy purchase,Positive
Cosco 6 Foot Centerfold Folding Table Black,strong durable provided memorable moment game,Positive
Cosco 6 Foot Centerfold Folding Table Black,much better quality expected very sturdy folds thick easy pack camping gear i impressed i bought second,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table great easy open prop literally seconds dealing pegs holes legs for price opted buy instead renting tables,Positive
Cosco 6 Foot Centerfold Folding Table Black,purchased thanksgiving meal family originally noticed table company events seen durable easy store exactly i needed added bonus easy set take,Positive
Cosco 6 Foot Centerfold Folding Table Black,im satisfied stable heavy duty perfect height studio its easy assemble office chairs fit nicely underneath large even surface drawing ordered another today,Positive
Cosco 6 Foot Centerfold Folding Table Black,i use table hold door potted plants i store supplies table i love table second one i back yard table sturdy light weight easy move,Positive
Cosco 6 Foot Centerfold Folding Table Black,not really happy quality delivery the table came indented bending apply light pressure feels cheap spending much money walmart would offer convenient replacement,Positive
Cosco 6 Foot Centerfold Folding Table Black,product fine delivery wasnt package left end driveway street anyone driving buy could packed fedex zero neighborhood,Positive
Cosco 6 Foot Centerfold Folding Table Black,this nd table ive bought like they great college dorm rooms my son homework table plenty room spread we also one home projects sturdy definitely recommend,Positive
Cosco 6 Foot Centerfold Folding Table Black,purchased pack deal listed one table somehow costs x regular price am i really buying table cmon man,Positive
Cosco 6 Foot Centerfold Folding Table Black,i liked tables arrived walmart said would two days upon inspection tables opened satisfactorily i found defects i live im using tables present time set trains holidays,Positive
Cosco 6 Foot Centerfold Folding Table Black,these tables perfect gatherings heavy easy handlecarry i carry without husbands assistance store extremely well fold half highly recommend,Positive
Cosco 6 Foot Centerfold Folding Table Black,this second cosco folding table this one soninlaw christmas he wanted one got one like it great meals extra company crafts sewing lots it sturdy,Positive
Cosco 6 Foot Centerfold Folding Table Black,my table dented top well bent i decided keep only bc i dont vehicle return it potential decent table get one doesnt look like hail storm,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table excellent unlike brands full extended table completely flat it also locking notch prevent table opening use highly recommended,Positive
Cosco 6 Foot Centerfold Folding Table Black,wow this great deal free next day shipping what deal was walmart shopper back deals thanks,Positive
Cosco 6 Foot Centerfold Folding Table Black,great solution setting artpainting table guest room since sturdy large enough use easily bifolded neat slim package easy carry lean wall guests need room,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table great value showed described ready use right away highly recommend anyone looking solid table great price,Positive
Cosco 6 Foot Centerfold Folding Table Black,these table easy set take the handle make great carry without trying grip surface table super easy cleanvery stredy holding weights overall great buy i currently,Positive
Cosco 6 Foot Centerfold Folding Table Black,overall im pleased its ok uses it come pretty decent dent im sure dent plastic i guess something real heavy shipping sat it sort misleading sitting either end the way legs designed real pain sit ends consider true person table plenty elbow room youll ok my main use basically camping buffet type table possibly part time gamefish cleaning station shooting table itll handle kind stuff great i know game cleaningbuffet table gross being white plastic though little mild bleach water brush presto sits fairly level level enough i would,Positive
Cosco 6 Foot Centerfold Folding Table Black,this quality folding table feet long the fact folds real plus makes storage breeze i surprised heavy real problem means going hold normal use many years i highly recommend i bought nd one,Positive
Cosco 6 Foot Centerfold Folding Table Black,theyre strong sturdy versatile overall i like but i bought one defective something happened transport the support center part bent one bolts bust see photo also surface table lot bumps manufactory design table,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table well made its top made easily cleanable material big plus the legs reliable going collapse weight within reason course the fact foldable fantastic making easy store use this table last years,Positive
Cosco 6 Foot Centerfold Folding Table Black,nan,Neutral
Cosco 6 Foot Centerfold Folding Table Black,damaged dent top bottom left side table needed i received time manage return i put cover hide damage very disappointed it easy fold move around extra light weight lean slide coasters ideal taking around go,Positive
Cosco 6 Foot Centerfold Folding Table Black,i cut the packaging tape around the box and i am still unable to get the table out of the box it is just too heavy i am yrs old and a recent widower after years of marriage to the same woman my children live in different cities than i do and they both are married with families and jobs i live in my house by myself all of my fishing buddies have passed on i just have to wait until someone shows up to lend a hand and then i can change my review of ease of use,Negative
Cosco 6 Foot Centerfold Folding Table Black,great quality great price ive wanting folding table quite time after reading many reviews i chose costco brand it true photo its i wanted i craft shows sometimes provide table this perfect heavy easy carry alsoafter reading reviews similar tables customers reported tables sale showing stylemodel got so buyer beware choose costco,Positive
Cosco 6 Foot Centerfold Folding Table Black,i like table easy im use fabric cutting table i use things like camping well i loved fact built good lightweight enough move around love carryinghandle i would buy another table camping,Positive
Cosco 6 Foot Centerfold Folding Table Black,nan,Neutral
Cosco 6 Foot Centerfold Folding Table Black,i wanted pair table i already larger workspace delighted height exactly described but folding table already much easier store move around it small latch keep closed carrying and shipped free yeah,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table comes folded cardboard i wished handles help carry boxeasy set uptable unfoldslegs snapped openpulled position locked place i liked fold table half table useit folded legs going tablefold catch hold table when easily kept fairly small area like bedin back closetbehind sofa the table easily washed it used outside inside i washed table garden hose harm table very sturdy easy open n set vice versacan stored open closed half,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table heavy i able lift car i also thought handle handle i trying schedule pickup i cannot return so far gone well would recommend need transport regularly,Positive
Cosco 6 Foot Centerfold Folding Table Black,this sturdy table it described the dislike i since big i would perfered handle carry i use pop shops sometimes i carry things car event space other good table price,Positive
Cosco 6 Foot Centerfold Folding Table Black,good deal,Positive
Cosco 6 Foot Centerfold Folding Table Black,no bumps dents scratches they even local store delivered hours i ordered i def recommend anyone needs the reason i returning big enough space i i swapping table,Neutral
Cosco 6 Foot Centerfold Folding Table Black,very nice table,Positive
Cosco 6 Foot Centerfold Folding Table Black,i purchased two home learning space there enough room computer work one half project work they take quite bit space the table would also function well extra dinner part guests it fold store easily use,Positive
Cosco 6 Foot Centerfold Folding Table Black,couldnt happier any foldable table if i room im using smaller bedroom computer desk id buy another one the thing bit heavy carry upstairs room strong builtin handle helps tremendously i get friend carry upstairs easy setup strong materials great,Positive
Cosco 6 Foot Centerfold Folding Table Black,this nd table i love i let daughter first one outdoor family gatherings camping perfect size i use new one sewing room great im tall bad back i put bed posts legs perfect made really good i highly recommend it folds easy handle makes easy move really pleased,Positive
Cosco 6 Foot Centerfold Folding Table Black,the shelves missing leg i dont know even begin getting replacement its frustrating i love shelves otherwise the table great walmart refunded first set shelves sold didnt stock somehow i wasnt holding grudge send shelf i cant put together dont want return whole set others fine i need any idea,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table i ordered i needed easy take box open the table gash middle i unfortunate incident walmart deliveries one drawbacks ordering items online it much trouble return point i find something cover top table,Positive
Cosco 6 Foot Centerfold Folding Table Black,i bought tables walmart i love fold easy carrying storage we use every holiday event etc we even use sit outside eat they sturdy worth every penny spent i even convinced neighbor buy well haha if looking good table excellent price tables,Positive
Cosco 6 Foot Centerfold Folding Table Black,these tables need grandkids birthdays coming i going get footers saw deal footers decided better way go one thing i missed i looked year warrantyworks,Positive
Cosco 6 Foot Centerfold Folding Table Black,my apartment doesnt sufficient counter space i needed surface prepare dinners cant help this table sturdy sufficient needs easy clean ready set easy foldaway easy store portable if i want go set feed homeless fit suv transporting if holiday sales marketplace ideal super great buy i plan buy second one,Positive
Cosco 6 Foot Centerfold Folding Table Black,received week ago however opened box today find middle table near end damaged but late return i need tomorrow its still functional types purchases ill go store,Negative
Cosco 6 Foot Centerfold Folding Table Black,arrived quickly packaged well cosco cardboard box very nice sturdy table this going used dining table company comes this table would great displaying things garage sales it folds unfolds easily though bit heavy also used picnics gatherings transported vehicle,Positive
Cosco 6 Foot Centerfold Folding Table Black,i purchased tables business all brand new box i opened removed box carried vehicle storage immediately carrying handle one broke soon i picked table carry the handles popriveted easy repair the plastic easy dent tables warp heat sun easily granted black may warp easier white table but i would assume manufacturer knows selling table used outdoors i recommend table unless plan leaving inside never moving,Positive
Cosco 6 Foot Centerfold Folding Table Black,i needed table asap logged i shippingpass customer i got next day this shippingpass best thing walmart done i live hour nearest store i shop anytime i love table comes black i live country white tables difficult keep clean this black fabulous outside b,Positive
Cosco 6 Foot Centerfold Folding Table Black,i shopped around several sites stores desk table i could use home office the ones i saw either small prices much high i finally checked walmart i glad i i ordered table black i happy its sturdy material fits right size perfect price right it holds belongings instruct zoom courses thanks walmart,Positive
Cosco 6 Foot Centerfold Folding Table Black,with end quarantine sight time convert storage space basement home office hideaway family this table perfect computer printer stapler threeholepunch etc right height old executive chair we keep covered cat hair complements air mattress nearby naps,Positive
Cosco 6 Foot Centerfold Folding Table Black,the table great conveniently folds easy storage has handy carrying handle fits comfortably unfortunately damaged i received i return however i using party day i received i definitely recommend table may want buy store,Positive
Cosco 6 Foot Centerfold Folding Table Black,used âœhome officeâ desk it fit monitors printer and all work desk stuffs threw plastic âœâ drawer organizerâvoila,Positive
Cosco 6 Foot Centerfold Folding Table Black,i love table its perfect scrapbooking wrapping station many people cut cookies couldnt better,Positive
Cosco 6 Foot Centerfold Folding Table Black,perfect size i needed strong sturdy multiple purposes im pleased table,Positive
Cosco 6 Foot Centerfold Folding Table Black,damaged really nice table came damaged disappointed,Negative
Cosco 6 Foot Centerfold Folding Table Black,table works great love free shipping walmart,Positive
Cosco 6 Foot Centerfold Folding Table Black,sturdy strong table,Positive
Cosco 6 Foot Centerfold Folding Table Black,used damaged product sent disappointed returning,Negative
Cosco 6 Foot Centerfold Folding Table Black,these tables sturdy easy store easy transport reasonably priced,Positive
Cosco 6 Foot Centerfold Folding Table Black,i needed extra table thanksgiving dinner guests job portable easy storage easy set very sturdy,Positive
Cosco 6 Foot Centerfold Folding Table Black,i bought craft sewing room great right size i would buy,Positive
Cosco 6 Foot Centerfold Folding Table Black,this awesome table much easier store one piece tables its also sturdy very pleased purchase,Positive
Cosco 6 Foot Centerfold Folding Table Black,i love table black wont show dirt easily it easy unfold pretty sturdy worth cost good value,Positive
Cosco 6 Foot Centerfold Folding Table Black,this sturdy ok heavy use easy set set temporary desk spacious solution,Positive
Cosco 6 Foot Centerfold Folding Table Black,we used camping first time it rained poured table held beautifully it strong sturdy,Positive
Cosco 6 Foot Centerfold Folding Table Black,nice table sturdy easy open i replaced round table lovely table i seat christmas,Positive
Cosco 6 Foot Centerfold Folding Table Black,we use projects thanksgiving puzzles etc i needed buy wife new one cuz i stole yard projects,Positive
Cosco 6 Foot Centerfold Folding Table Black,i pleased purchase it right size family i like black color price ok,Positive
Cosco 6 Foot Centerfold Folding Table Black,table came damaged dent table top had use party day arrived use damaged,Positive
Cosco 6 Foot Centerfold Folding Table Black,table great works like i needed only trouble delivered wrong address took time locate,Positive
Cosco 6 Foot Centerfold Folding Table Black,great table great price it handy medium weight use worked perfectly garage sale items highly recommend,Positive
Cosco 6 Foot Centerfold Folding Table Black,this table everything i already two ordered another one event i house seat people its durable sturdy holds well weather conditions,Neutral
Cosco 6 Foot Centerfold Folding Table Black,madewell sturdy even flew truck going interstate break great yard sales picnics family gatherings,Positive
Cosco 6 Foot Centerfold Folding Table Black,this good buy i purchased table niece house warming gift i always tell children nephew niece god bless child i highly recommend table,Positive
Cosco 6 Foot Centerfold Folding Table Black,table came little damaged folds noticable table cloth affect performance not worth trying package back send back,Negative
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,its great product negative thing i say toe breaker youre going buy bed skirt buy one inch drop i purchased rubberized shelf liner panduit clamps lowes see picture i avoid breaking toes,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,absolutely love bed easy assemble no squeaking i kept box spring higher loved much i ordered year old great quality well,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,great product i like height easy assemble sturdy great service orders consistently arrive ahead delivery date we put casters underneath they included,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,sturdy bed frame went together without much trouble wish bolts werent metric tool also need rubber malet persuading,Negative
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the bedframe sturdy well constructed easy put together it arrived quickly packaged nicely box hardware tools instructions put together i needing bed frames i ordered queen size first check quality craftmanship after receiving i ordered second one king size these nice price nice,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,seems like solid frame i put together son room if i anyone would bit harder without someone hold pieces can still im sure got gap home metal headboard looks super cute frame ready holes headboard,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,if looking queen bed frame sturdy easy assemble dont pass one look directions match descriptions correct pieces begin assemble its easy year young woman i needed help lift heavy mattressha love,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i complaint bed frame sturdy easy put together get middle section attach thr bed frame bed slate great price reasonable i replaced wood sled bed bed frame i kept headboard decoration purpose i happy bed frame,Positive
